context,img_id,img_file,description,article_text,sighted_overall,sighted_relevance,sighted_reconstruct,blv_overall,blv_relevance,blv_reconstruct,clipscore,context_sim
Dinner,laid_table12,"1600px-2019-11-28_14_40_55_A_dinner_table_laid_out_for_Thanksgiving_Dinner_in_the_Parkway_Village_section_of_Ewing_Township,_Mercer_County,_New_Jersey.jpg","A traditional American meal filling up a table. There is a red table cloth and plate settings. In addition, there are red solo cups for drinks. Food  items include pie, vegetables, mashed potatoes, deviled eggs, and shredded chicken.","Dinner usually refers to what is in many Western cultures the largest and most formal meal of the day, which some Westerners eat in the evening. Historically the largest meal used to be eaten around midday, and called dinner. In Western cultures, especially among the elite, it gradually migrated later in the day over the 16th to 19th centuries. However, the word ""dinner"" can have different meanings depending on culture, and may mean a meal of any size eaten at any time of day. In particular, it is still sometimes used for a meal at noon or in the early afternoon on special occasions, such as a Christmas dinner. In hot climates, people have always tended to eat the main meal in the evening, after the temperature has fallen.",4.0,4.0,5.0,,,,0.906369686126709,0.45889055728912354
Dinner,laid_table3,Earth_to_Table_DInner_with_Gunnar_Karl_Gíslason_(15640694895).jpg,The image shows a group of chiefs preparing dishes in a large kitchen of a restaurant.,"Dinner usually refers to what is in many Western cultures the largest and most formal meal of the day, which some Westerners eat in the evening. Historically the largest meal used to be eaten around midday, and called dinner. In Western cultures, especially among the elite, it gradually migrated later in the day over the 16th to 19th centuries. However, the word ""dinner"" can have different meanings depending on culture, and may mean a meal of any size eaten at any time of day. In particular, it is still sometimes used for a meal at noon or in the early afternoon on special occasions, such as a Christmas dinner. In hot climates, people have always tended to eat the main meal in the evening, after the temperature has fallen.",4.0,3.6666666666666665,5.0,,,,0.7067569345235825,0.2879182696342468
Dinner,laid_table12,"1600px-2019-11-28_14_40_55_A_dinner_table_laid_out_for_Thanksgiving_Dinner_in_the_Parkway_Village_section_of_Ewing_Township,_Mercer_County,_New_Jersey.jpg","There is a table set with plates of vegetables, turkey, and drinks with silverware.","Dinner usually refers to what is in many Western cultures the largest and most formal meal of the day, which some Westerners eat in the evening. Historically the largest meal used to be eaten around midday, and called dinner. In Western cultures, especially among the elite, it gradually migrated later in the day over the 16th to 19th centuries. However, the word ""dinner"" can have different meanings depending on culture, and may mean a meal of any size eaten at any time of day. In particular, it is still sometimes used for a meal at noon or in the early afternoon on special occasions, such as a Christmas dinner. In hot climates, people have always tended to eat the main meal in the evening, after the temperature has fallen.",5.0,4.5,4.5,,,,0.7971172779798508,0.4574665427207947
Dinner,laid_table14,"Thanksgiving_Dinner_Table,_Broward_County_Florida,_1971_02.jpg",A home dining table with plate settings and a large roasted turkey.,"Dinner usually refers to what is in many Western cultures the largest and most formal meal of the day, which some Westerners eat in the evening. Historically the largest meal used to be eaten around midday, and called dinner. In Western cultures, especially among the elite, it gradually migrated later in the day over the 16th to 19th centuries. However, the word ""dinner"" can have different meanings depending on culture, and may mean a meal of any size eaten at any time of day. In particular, it is still sometimes used for a meal at noon or in the early afternoon on special occasions, such as a Christmas dinner. In hot climates, people have always tended to eat the main meal in the evening, after the temperature has fallen.",4.0,4.0,4.666666666666667,,,,0.9077086299657822,0.4705231189727783
Dinner,laid_table14,"Thanksgiving_Dinner_Table,_Broward_County_Florida,_1971_02.jpg",A dinner table is shown with food and drinks that will be consumed at a traditional dinner setting.,"Dinner usually refers to what is in many Western cultures the largest and most formal meal of the day, which some Westerners eat in the evening. Historically the largest meal used to be eaten around midday, and called dinner. In Western cultures, especially among the elite, it gradually migrated later in the day over the 16th to 19th centuries. However, the word ""dinner"" can have different meanings depending on culture, and may mean a meal of any size eaten at any time of day. In particular, it is still sometimes used for a meal at noon or in the early afternoon on special occasions, such as a Christmas dinner. In hot climates, people have always tended to eat the main meal in the evening, after the temperature has fallen.",3.875,3.875,4.5,2.5,3.25,3.75,0.7905691862106323,0.5818708539009094
Dinner,laid_table14,"Thanksgiving_Dinner_Table,_Broward_County_Florida,_1971_02.jpg","A dining room table is set for dinner, with plates, knives, forks, spoons, and glasses, while a cooked turkey and floral centerpiece sit in the middle of the table.","Dinner usually refers to what is in many Western cultures the largest and most formal meal of the day, which some Westerners eat in the evening. Historically the largest meal used to be eaten around midday, and called dinner. In Western cultures, especially among the elite, it gradually migrated later in the day over the 16th to 19th centuries. However, the word ""dinner"" can have different meanings depending on culture, and may mean a meal of any size eaten at any time of day. In particular, it is still sometimes used for a meal at noon or in the early afternoon on special occasions, such as a Christmas dinner. In hot climates, people have always tended to eat the main meal in the evening, after the temperature has fallen.",4.571428571428571,4.571428571428571,4.428571428571429,4.5,4.75,4.75,0.9073027968406677,0.5370623469352722
Dinner,laid_table12,"1600px-2019-11-28_14_40_55_A_dinner_table_laid_out_for_Thanksgiving_Dinner_in_the_Parkway_Village_section_of_Ewing_Township,_Mercer_County,_New_Jersey.jpg",This is a dining room table with a table cloth covering the top. It has six chair settings. There is a great deal of food in different dishes but all the dinner plates are empty. No one has sat down for the meal yet.,"Dinner usually refers to what is in many Western cultures the largest and most formal meal of the day, which some Westerners eat in the evening. Historically the largest meal used to be eaten around midday, and called dinner. In Western cultures, especially among the elite, it gradually migrated later in the day over the 16th to 19th centuries. However, the word ""dinner"" can have different meanings depending on culture, and may mean a meal of any size eaten at any time of day. In particular, it is still sometimes used for a meal at noon or in the early afternoon on special occasions, such as a Christmas dinner. In hot climates, people have always tended to eat the main meal in the evening, after the temperature has fallen.",4.333333333333333,4.666666666666667,4.666666666666667,,,,0.7402779161930084,0.48136812448501587
Dinner,laid_table12,"1600px-2019-11-28_14_40_55_A_dinner_table_laid_out_for_Thanksgiving_Dinner_in_the_Parkway_Village_section_of_Ewing_Township,_Mercer_County,_New_Jersey.jpg",a big dinner table with lots of food and plates with utensils served on the side,"Dinner usually refers to what is in many Western cultures the largest and most formal meal of the day, which some Westerners eat in the evening. Historically the largest meal used to be eaten around midday, and called dinner. In Western cultures, especially among the elite, it gradually migrated later in the day over the 16th to 19th centuries. However, the word ""dinner"" can have different meanings depending on culture, and may mean a meal of any size eaten at any time of day. In particular, it is still sometimes used for a meal at noon or in the early afternoon on special occasions, such as a Christmas dinner. In hot climates, people have always tended to eat the main meal in the evening, after the temperature has fallen.",4.0,3.6666666666666665,5.0,,,,0.7663667947053909,0.5428028702735901
Dinner,laid_table12,"1600px-2019-11-28_14_40_55_A_dinner_table_laid_out_for_Thanksgiving_Dinner_in_the_Parkway_Village_section_of_Ewing_Township,_Mercer_County,_New_Jersey.jpg",This is a table filled with food and dishes. Appears to be an American Thanksgiving.,"Dinner usually refers to what is in many Western cultures the largest and most formal meal of the day, which some Westerners eat in the evening. Historically the largest meal used to be eaten around midday, and called dinner. In Western cultures, especially among the elite, it gradually migrated later in the day over the 16th to 19th centuries. However, the word ""dinner"" can have different meanings depending on culture, and may mean a meal of any size eaten at any time of day. In particular, it is still sometimes used for a meal at noon or in the early afternoon on special occasions, such as a Christmas dinner. In hot climates, people have always tended to eat the main meal in the evening, after the temperature has fallen.",3.5,3.6666666666666665,3.8333333333333335,3.5,3.75,4.5,0.8341062813997269,0.48623234033584595
Dinner,laid_table3,Earth_to_Table_DInner_with_Gunnar_Karl_Gíslason_(15640694895).jpg,"The kitchen of a restaurant is shown, and there are many chefs working around a long table on which are many plates of food.","Dinner usually refers to what is in many Western cultures the largest and most formal meal of the day, which some Westerners eat in the evening. Historically the largest meal used to be eaten around midday, and called dinner. In Western cultures, especially among the elite, it gradually migrated later in the day over the 16th to 19th centuries. However, the word ""dinner"" can have different meanings depending on culture, and may mean a meal of any size eaten at any time of day. In particular, it is still sometimes used for a meal at noon or in the early afternoon on special occasions, such as a Christmas dinner. In hot climates, people have always tended to eat the main meal in the evening, after the temperature has fallen.",4.0,4.0,4.25,,,,0.704021081328392,0.25792157649993896
Furniture,living_room15,wiki_livingroom.jpg,"Two men and a woman gather in a living room which has two sofas, an accent table, and a fireplace. The people seem deep in conversation.","Furniture refers to movable objects intended to support various human activities such as seating (e.g., chairs, stools, and sofas), eating (tables), and sleeping (e.g., beds). Furniture is also used to hold objects at a convenient height for work (as horizontal surfaces above the ground, such as tables and desks), or to store things (e.g., cupboards and shelves). Furniture can be a product of design and is considered a form of decorative art. In addition to furniture's functional role, it can serve a symbolic or religious purpose. It can be made from many materials, including metal, plastic, and wood. Furniture can be made using a variety of woodworking joints which often reflect the local culture.",4.5,4.75,5.0,,,,0.7282631099224091,0.35803890228271484
Furniture,meeting_in_progress2,La_Trobe_Uni_Wikimeetup_March_2020.jpg,There is a room with many windows and furniture. A group of people with computers are sitting on chairs around a table.,"Furniture refers to movable objects intended to support various human activities such as seating (e.g., chairs, stools, and sofas), eating (tables), and sleeping (e.g., beds). Furniture is also used to hold objects at a convenient height for work (as horizontal surfaces above the ground, such as tables and desks), or to store things (e.g., cupboards and shelves). Furniture can be a product of design and is considered a form of decorative art. In addition to furniture's functional role, it can serve a symbolic or religious purpose. It can be made from many materials, including metal, plastic, and wood. Furniture can be made using a variety of woodworking joints which often reflect the local culture.",4.0,4.5,4.5,,,,0.6509742885828018,0.4967535138130188
Furniture,meeting_in_progress17,1600px-Covariant_Founding_Team_at_Covariant_HQ_Anno_November_2017.jpg,"Four people in a white office space with windows, using laptops and a whiteboard","Furniture refers to movable objects intended to support various human activities such as seating (e.g., chairs, stools, and sofas), eating (tables), and sleeping (e.g., beds). Furniture is also used to hold objects at a convenient height for work (as horizontal surfaces above the ground, such as tables and desks), or to store things (e.g., cupboards and shelves). Furniture can be a product of design and is considered a form of decorative art. In addition to furniture's functional role, it can serve a symbolic or religious purpose. It can be made from many materials, including metal, plastic, and wood. Furniture can be made using a variety of woodworking joints which often reflect the local culture.",2.5,2.5,3.0,,,,0.6933783739805222,0.28788384795188904
Furniture,meeting_in_progress17,1600px-Covariant_Founding_Team_at_Covariant_HQ_Anno_November_2017.jpg,"A small office space with 4 people, 2 sitting at a table with laptops and 2 standing by a whiteboard.","Furniture refers to movable objects intended to support various human activities such as seating (e.g., chairs, stools, and sofas), eating (tables), and sleeping (e.g., beds). Furniture is also used to hold objects at a convenient height for work (as horizontal surfaces above the ground, such as tables and desks), or to store things (e.g., cupboards and shelves). Furniture can be a product of design and is considered a form of decorative art. In addition to furniture's functional role, it can serve a symbolic or religious purpose. It can be made from many materials, including metal, plastic, and wood. Furniture can be made using a variety of woodworking joints which often reflect the local culture.",3.5,2.25,4.5,,,,0.6693211197853088,0.360460489988327
Furniture,living_room6,Wohnzimmer_Fallada_1.JPG,There are wooden chairs around a round table that is also made out of wood. To the side of the table there is a wooden cabinet with glass doors used to keep tea cups.,"Furniture refers to movable objects intended to support various human activities such as seating (e.g., chairs, stools, and sofas), eating (tables), and sleeping (e.g., beds). Furniture is also used to hold objects at a convenient height for work (as horizontal surfaces above the ground, such as tables and desks), or to store things (e.g., cupboards and shelves). Furniture can be a product of design and is considered a form of decorative art. In addition to furniture's functional role, it can serve a symbolic or religious purpose. It can be made from many materials, including metal, plastic, and wood. Furniture can be made using a variety of woodworking joints which often reflect the local culture.",4.8,4.8,4.4,4.75,4.5,4.75,0.6702369451522827,0.6245737671852112
Furniture,meeting_in_progress7,Atelier_à_l'IFB_-_11_&_12_Mars_2020_(3).jpg,It's people sitting on plastic chairs alongside a large table. It's in a building and there's a lot of computers on the table.,"Furniture refers to movable objects intended to support various human activities such as seating (e.g., chairs, stools, and sofas), eating (tables), and sleeping (e.g., beds). Furniture is also used to hold objects at a convenient height for work (as horizontal surfaces above the ground, such as tables and desks), or to store things (e.g., cupboards and shelves). Furniture can be a product of design and is considered a form of decorative art. In addition to furniture's functional role, it can serve a symbolic or religious purpose. It can be made from many materials, including metal, plastic, and wood. Furniture can be made using a variety of woodworking joints which often reflect the local culture.",3.0,4.0,5.0,,,,0.599009245634079,0.294467955827713
Furniture,meeting_in_progress17,1600px-Covariant_Founding_Team_at_Covariant_HQ_Anno_November_2017.jpg,Four men hold a discussion inside a room. The room is painted white. They're using a white dry-erase board with a green marker. Two of them sit at a white table. 4 computers and one phone sit on the table. A large window offers a view of a bay.,"Furniture refers to movable objects intended to support various human activities such as seating (e.g., chairs, stools, and sofas), eating (tables), and sleeping (e.g., beds). Furniture is also used to hold objects at a convenient height for work (as horizontal surfaces above the ground, such as tables and desks), or to store things (e.g., cupboards and shelves). Furniture can be a product of design and is considered a form of decorative art. In addition to furniture's functional role, it can serve a symbolic or religious purpose. It can be made from many materials, including metal, plastic, and wood. Furniture can be made using a variety of woodworking joints which often reflect the local culture.",3.1666666666666665,4.0,4.333333333333333,4.25,3.75,4.5,0.6472218036651611,0.27312999963760376
Furniture,living_room15,wiki_livingroom.jpg,Three people are in a living room on two separate couches with a coffee table in between the two of them.,"Furniture refers to movable objects intended to support various human activities such as seating (e.g., chairs, stools, and sofas), eating (tables), and sleeping (e.g., beds). Furniture is also used to hold objects at a convenient height for work (as horizontal surfaces above the ground, such as tables and desks), or to store things (e.g., cupboards and shelves). Furniture can be a product of design and is considered a form of decorative art. In addition to furniture's functional role, it can serve a symbolic or religious purpose. It can be made from many materials, including metal, plastic, and wood. Furniture can be made using a variety of woodworking joints which often reflect the local culture.",4.5,4.5,4.5,,,,0.661388486623764,0.43146854639053345
Furniture,meeting_in_progress2,La_Trobe_Uni_Wikimeetup_March_2020.jpg,a group of people sitting around a conference table  with laptops while looking back at the camera,"Furniture refers to movable objects intended to support various human activities such as seating (e.g., chairs, stools, and sofas), eating (tables), and sleeping (e.g., beds). Furniture is also used to hold objects at a convenient height for work (as horizontal surfaces above the ground, such as tables and desks), or to store things (e.g., cupboards and shelves). Furniture can be a product of design and is considered a form of decorative art. In addition to furniture's functional role, it can serve a symbolic or religious purpose. It can be made from many materials, including metal, plastic, and wood. Furniture can be made using a variety of woodworking joints which often reflect the local culture.",4.25,3.5,4.5,3.0,3.5,4.0,0.7145088911056519,0.23756898939609528
Furniture,meeting_in_progress7,Atelier_à_l'IFB_-_11_&_12_Mars_2020_(3).jpg,About one dozen people are sitting at a large table looking at their laptop computers.,"Furniture refers to movable objects intended to support various human activities such as seating (e.g., chairs, stools, and sofas), eating (tables), and sleeping (e.g., beds). Furniture is also used to hold objects at a convenient height for work (as horizontal surfaces above the ground, such as tables and desks), or to store things (e.g., cupboards and shelves). Furniture can be a product of design and is considered a form of decorative art. In addition to furniture's functional role, it can serve a symbolic or religious purpose. It can be made from many materials, including metal, plastic, and wood. Furniture can be made using a variety of woodworking joints which often reflect the local culture.",3.5,3.5,4.0,,,,0.6135005876421928,0.2407127171754837
Furniture,living_room15,wiki_livingroom.jpg,"This is a room filled with couches, a table, a dresser and more. People are talking.","Furniture refers to movable objects intended to support various human activities such as seating (e.g., chairs, stools, and sofas), eating (tables), and sleeping (e.g., beds). Furniture is also used to hold objects at a convenient height for work (as horizontal surfaces above the ground, such as tables and desks), or to store things (e.g., cupboards and shelves). Furniture can be a product of design and is considered a form of decorative art. In addition to furniture's functional role, it can serve a symbolic or religious purpose. It can be made from many materials, including metal, plastic, and wood. Furniture can be made using a variety of woodworking joints which often reflect the local culture.",2.857142857142857,3.2857142857142856,4.428571428571429,3.5,3.75,4.0,0.554337352514267,0.4815162122249603
Furniture,meeting_in_progress7,Atelier_à_l'IFB_-_11_&_12_Mars_2020_(3).jpg,A large extended work table which is being used in a conference room with many people at the table.,"Furniture refers to movable objects intended to support various human activities such as seating (e.g., chairs, stools, and sofas), eating (tables), and sleeping (e.g., beds). Furniture is also used to hold objects at a convenient height for work (as horizontal surfaces above the ground, such as tables and desks), or to store things (e.g., cupboards and shelves). Furniture can be a product of design and is considered a form of decorative art. In addition to furniture's functional role, it can serve a symbolic or religious purpose. It can be made from many materials, including metal, plastic, and wood. Furniture can be made using a variety of woodworking joints which often reflect the local culture.",5.0,4.5,4.0,,,,0.6007447838783264,0.4270901381969452
Furniture,living_room6,Wohnzimmer_Fallada_1.JPG,A picture of a table made of wood. It is a dining room table with six chairs. The top of the table is wood and oval shaped.,"Furniture refers to movable objects intended to support various human activities such as seating (e.g., chairs, stools, and sofas), eating (tables), and sleeping (e.g., beds). Furniture is also used to hold objects at a convenient height for work (as horizontal surfaces above the ground, such as tables and desks), or to store things (e.g., cupboards and shelves). Furniture can be a product of design and is considered a form of decorative art. In addition to furniture's functional role, it can serve a symbolic or religious purpose. It can be made from many materials, including metal, plastic, and wood. Furniture can be made using a variety of woodworking joints which often reflect the local culture.",4.5,4.25,5.0,,,,0.7285410165786743,0.563073456287384
Furniture,living_room15,wiki_livingroom.jpg,A small group of people chatting in the living room,"Furniture refers to movable objects intended to support various human activities such as seating (e.g., chairs, stools, and sofas), eating (tables), and sleeping (e.g., beds). Furniture is also used to hold objects at a convenient height for work (as horizontal surfaces above the ground, such as tables and desks), or to store things (e.g., cupboards and shelves). Furniture can be a product of design and is considered a form of decorative art. In addition to furniture's functional role, it can serve a symbolic or religious purpose. It can be made from many materials, including metal, plastic, and wood. Furniture can be made using a variety of woodworking joints which often reflect the local culture.",4.0,5.0,5.0,,,,0.6701868027448654,0.208268940448761
Furniture,meeting_in_progress17,1600px-Covariant_Founding_Team_at_Covariant_HQ_Anno_November_2017.jpg,Four people gathered around a white table in an office.,"Furniture refers to movable objects intended to support various human activities such as seating (e.g., chairs, stools, and sofas), eating (tables), and sleeping (e.g., beds). Furniture is also used to hold objects at a convenient height for work (as horizontal surfaces above the ground, such as tables and desks), or to store things (e.g., cupboards and shelves). Furniture can be a product of design and is considered a form of decorative art. In addition to furniture's functional role, it can serve a symbolic or religious purpose. It can be made from many materials, including metal, plastic, and wood. Furniture can be made using a variety of woodworking joints which often reflect the local culture.",3.25,3.5,3.5,,,,0.6482215225696564,0.3412654399871826
Furniture,meeting_in_progress7,Atelier_à_l'IFB_-_11_&_12_Mars_2020_(3).jpg,"An office room with one table, and around 11 or 12 people sitting at the table with laptops and electronics. The people are all men, and are all african.","Furniture refers to movable objects intended to support various human activities such as seating (e.g., chairs, stools, and sofas), eating (tables), and sleeping (e.g., beds). Furniture is also used to hold objects at a convenient height for work (as horizontal surfaces above the ground, such as tables and desks), or to store things (e.g., cupboards and shelves). Furniture can be a product of design and is considered a form of decorative art. In addition to furniture's functional role, it can serve a symbolic or religious purpose. It can be made from many materials, including metal, plastic, and wood. Furniture can be made using a variety of woodworking joints which often reflect the local culture.",4.0,5.0,5.0,,,,0.7687746733427048,0.3442669212818146
Furniture,meeting_in_progress2,La_Trobe_Uni_Wikimeetup_March_2020.jpg,"Men and woman surround a large, rectangular table in an office setting. The office has large windows allowing natural light in. Every worker has an open laptop computer in front of them.","Furniture refers to movable objects intended to support various human activities such as seating (e.g., chairs, stools, and sofas), eating (tables), and sleeping (e.g., beds). Furniture is also used to hold objects at a convenient height for work (as horizontal surfaces above the ground, such as tables and desks), or to store things (e.g., cupboards and shelves). Furniture can be a product of design and is considered a form of decorative art. In addition to furniture's functional role, it can serve a symbolic or religious purpose. It can be made from many materials, including metal, plastic, and wood. Furniture can be made using a variety of woodworking joints which often reflect the local culture.",3.5,4.0,4.0,,,,0.6549210101366043,0.4044702351093292
Furniture,living_room6,Wohnzimmer_Fallada_1.JPG,"The image is that of a dining room, with a white reading room behind it. In the dining room, the table is made of glass and contains a flower decoration in the middle. The flowers are multi-colored. The chairs are wooden and brown and contain a comfortable material when one sits. The room has an old chandelier and the curtains to the left of it are closed. Behind the table is a cabinet containing dishes.","Furniture refers to movable objects intended to support various human activities such as seating (e.g., chairs, stools, and sofas), eating (tables), and sleeping (e.g., beds). Furniture is also used to hold objects at a convenient height for work (as horizontal surfaces above the ground, such as tables and desks), or to store things (e.g., cupboards and shelves). Furniture can be a product of design and is considered a form of decorative art. In addition to furniture's functional role, it can serve a symbolic or religious purpose. It can be made from many materials, including metal, plastic, and wood. Furniture can be made using a variety of woodworking joints which often reflect the local culture.",5.0,5.0,5.0,,,,0.7248103618621826,0.3968483507633209
Furniture,living_room6,Wohnzimmer_Fallada_1.JPG,A typical dining room is shown which features an oval wooden table and chairs.,"Furniture refers to movable objects intended to support various human activities such as seating (e.g., chairs, stools, and sofas), eating (tables), and sleeping (e.g., beds). Furniture is also used to hold objects at a convenient height for work (as horizontal surfaces above the ground, such as tables and desks), or to store things (e.g., cupboards and shelves). Furniture can be a product of design and is considered a form of decorative art. In addition to furniture's functional role, it can serve a symbolic or religious purpose. It can be made from many materials, including metal, plastic, and wood. Furniture can be made using a variety of woodworking joints which often reflect the local culture.",3.0,3.0,3.0,,,,0.7784208655357361,0.5196233987808228
Furniture,meeting_in_progress7,Atelier_à_l'IFB_-_11_&_12_Mars_2020_(3).jpg,A crowded meeting room is shown with a long wooden table and many chairs.,"Furniture refers to movable objects intended to support various human activities such as seating (e.g., chairs, stools, and sofas), eating (tables), and sleeping (e.g., beds). Furniture is also used to hold objects at a convenient height for work (as horizontal surfaces above the ground, such as tables and desks), or to store things (e.g., cupboards and shelves). Furniture can be a product of design and is considered a form of decorative art. In addition to furniture's functional role, it can serve a symbolic or religious purpose. It can be made from many materials, including metal, plastic, and wood. Furniture can be made using a variety of woodworking joints which often reflect the local culture.",3.0,3.0,2.0,,,,0.4966694116592407,0.4183749556541443
Hairstyle,soccer_in_progress10,"1599px-20180920_Fussball,_UEFA_Europa_League,_RB_Leipzig_-_FC_Salzburg_by_Stepro_StP_8051.jpg","A group of soccer players are clashing on the field over the ball, each has a short hairstyle.","A hairstyle, hairdo, or haircut refers to the styling of hair, usually on the human scalp. Sometimes, this could also mean an editing of facial or body hair. The fashioning of hair can be considered an aspect of personal grooming, fashion, and cosmetics, although practical, cultural, and popular considerations also influence some hairstyles.",2.6,2.6,4.4,,,,0.5881106853485107,0.3673178553581238
Hairstyle,soccer_in_progress1,"1599px-Georgios_Ntaviotis_&_Daniel_Souček,_U21_CZE-GRE_2019-10-10.jpg","This image takes place during a professional soccer game. The one man is on both knees after either being fouled, or hitting the ball with his head. There is a crowd in the stands watching.","A hairstyle, hairdo, or haircut refers to the styling of hair, usually on the human scalp. Sometimes, this could also mean an editing of facial or body hair. The fashioning of hair can be considered an aspect of personal grooming, fashion, and cosmetics, although practical, cultural, and popular considerations also influence some hairstyles.",3.0,2.75,4.0,,,,0.7463769614696503,0.08917444944381714
Hairstyle,soccer_in_progress10,"1599px-20180920_Fussball,_UEFA_Europa_League,_RB_Leipzig_-_FC_Salzburg_by_Stepro_StP_8051.jpg",A soccer match with players fighting for the ball.,"A hairstyle, hairdo, or haircut refers to the styling of hair, usually on the human scalp. Sometimes, this could also mean an editing of facial or body hair. The fashioning of hair can be considered an aspect of personal grooming, fashion, and cosmetics, although practical, cultural, and popular considerations also influence some hairstyles.",3.5,3.1666666666666665,3.6666666666666665,,,,0.7173610478639603,0.14108671247959137
Hairstyle,soccer_in_progress10,"1599px-20180920_Fussball,_UEFA_Europa_League,_RB_Leipzig_-_FC_Salzburg_by_Stepro_StP_8051.jpg",Two men on a soccer team sponsored by Red Bull wearing white jerseys are competing in a soccer match. There is a player from another team in a red jersey who is on the ground while a referee in blue is approaching the play.,"A hairstyle, hairdo, or haircut refers to the styling of hair, usually on the human scalp. Sometimes, this could also mean an editing of facial or body hair. The fashioning of hair can be considered an aspect of personal grooming, fashion, and cosmetics, although practical, cultural, and popular considerations also influence some hairstyles.",2.7142857142857144,2.5714285714285716,3.7142857142857144,2.75,2.0,3.5,0.7726487517356873,0.08671083301305771
Hairstyle,soccer_in_progress13,"1599px-20191002_Fußball,_Männer,_UEFA_Champions_League,_RB_Leipzig_-_Olympique_Lyonnais_by_Stepro_StP_0278.jpg","A group of soccer players standing around with different short haircuts, some are buzzed across the top, some are buzzed only on the side.","A hairstyle, hairdo, or haircut refers to the styling of hair, usually on the human scalp. Sometimes, this could also mean an editing of facial or body hair. The fashioning of hair can be considered an aspect of personal grooming, fashion, and cosmetics, although practical, cultural, and popular considerations also influence some hairstyles.",4.0,3.0,5.0,,,,0.5765160173177719,0.4686417877674103
Hairstyle,soccer_in_progress1,"1599px-Georgios_Ntaviotis_&_Daniel_Souček,_U21_CZE-GRE_2019-10-10.jpg",two soccer players on the field,"A hairstyle, hairdo, or haircut refers to the styling of hair, usually on the human scalp. Sometimes, this could also mean an editing of facial or body hair. The fashioning of hair can be considered an aspect of personal grooming, fashion, and cosmetics, although practical, cultural, and popular considerations also influence some hairstyles.",1.8333333333333333,2.1666666666666665,3.3333333333333335,1.25,1.0,3.0,0.6763105094432831,0.059953346848487854
Hairstyle,soccer_in_progress13,"1599px-20191002_Fußball,_Männer,_UEFA_Champions_League,_RB_Leipzig_-_Olympique_Lyonnais_by_Stepro_StP_0278.jpg",A group of men assembled on a soccer field wearing blue uniforms.,"A hairstyle, hairdo, or haircut refers to the styling of hair, usually on the human scalp. Sometimes, this could also mean an editing of facial or body hair. The fashioning of hair can be considered an aspect of personal grooming, fashion, and cosmetics, although practical, cultural, and popular considerations also influence some hairstyles.",2.142857142857143,1.8571428571428572,3.7142857142857144,2.0,1.5,3.0,0.6283758580684662,0.13912683725357056
Hairstyle,soccer_in_progress1,"1599px-Georgios_Ntaviotis_&_Daniel_Souček,_U21_CZE-GRE_2019-10-10.jpg","People in a stand are watching a soccer game. The focus is two players, one on the ground and the other standing behind him as the ball is coming to them.","A hairstyle, hairdo, or haircut refers to the styling of hair, usually on the human scalp. Sometimes, this could also mean an editing of facial or body hair. The fashioning of hair can be considered an aspect of personal grooming, fashion, and cosmetics, although practical, cultural, and popular considerations also influence some hairstyles.",2.2857142857142856,3.4285714285714284,3.2857142857142856,3.0,3.0,3.75,0.7157617062330246,0.10846804082393646
Hairstyle,soccer_in_progress1,"1599px-Georgios_Ntaviotis_&_Daniel_Souček,_U21_CZE-GRE_2019-10-10.jpg","two football players on a field, one falling down while the ball is mid air","A hairstyle, hairdo, or haircut refers to the styling of hair, usually on the human scalp. Sometimes, this could also mean an editing of facial or body hair. The fashioning of hair can be considered an aspect of personal grooming, fashion, and cosmetics, although practical, cultural, and popular considerations also influence some hairstyles.",2.3333333333333335,2.0,3.3333333333333335,,,,0.6484647840261459,0.018078068271279335
Hairstyle,soccer_in_progress13,"1599px-20191002_Fußball,_Männer,_UEFA_Champions_League,_RB_Leipzig_-_Olympique_Lyonnais_by_Stepro_StP_0278.jpg","A football or soccer team celebrating together, all with different haircuts.","A hairstyle, hairdo, or haircut refers to the styling of hair, usually on the human scalp. Sometimes, this could also mean an editing of facial or body hair. The fashioning of hair can be considered an aspect of personal grooming, fashion, and cosmetics, although practical, cultural, and popular considerations also influence some hairstyles.",3.5,2.5,3.5,,,,0.6432700902223587,0.4025688171386719
Hairstyle,soccer_in_progress10,"1599px-20180920_Fussball,_UEFA_Europa_League,_RB_Leipzig_-_FC_Salzburg_by_Stepro_StP_8051.jpg",Three men are playing in a professional soccer game.  One of them in a red shirt has slid to the ground while the two in white shirts are defending.,"A hairstyle, hairdo, or haircut refers to the styling of hair, usually on the human scalp. Sometimes, this could also mean an editing of facial or body hair. The fashioning of hair can be considered an aspect of personal grooming, fashion, and cosmetics, although practical, cultural, and popular considerations also influence some hairstyles.",4.0,3.0,4.5,,,,0.7858435809612274,0.03986501321196556
Hairstyle,soccer_in_progress13,"1599px-20191002_Fußball,_Männer,_UEFA_Champions_League,_RB_Leipzig_-_Olympique_Lyonnais_by_Stepro_StP_0278.jpg",A soccer team is shown on the playing field celebrating. One man is jumping high in the air. There is a man with twists and four more with short cut hair.,"A hairstyle, hairdo, or haircut refers to the styling of hair, usually on the human scalp. Sometimes, this could also mean an editing of facial or body hair. The fashioning of hair can be considered an aspect of personal grooming, fashion, and cosmetics, although practical, cultural, and popular considerations also influence some hairstyles.",2.0,3.0,2.0,,,,0.6133424490690231,0.2660723626613617
